r,theta_deg,Y1,Y2,J,lam1,lam2,n_cells,n_steps,n_r,n_theta_base,n_sectors,angular_scheme,corner_angle_right,corner_angle_left
0.00015000000000000004,45,0.12747937053119762,0.005463373996634607,6.849848689199959,46.73534911877625,0.14656675981538098,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00016907990516190437,45,0.1274747830157075,0.005757108166557259,6.631063682634895,43.765775719902045,0.15151253630374187,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0001905867621970569,45,0.12746975532498053,0.006071088587261779,6.421080594051494,41.007989707440984,0.1565812086823677,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00021482927784928529,45,0.12746425608926143,0.006406396932147146,6.219292287180351,38.443063014383625,0.16177931203993773,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00024215542616505008,45,0.1274582532375777,0.006764186721381726,6.025210021935178,36.05429935028209,0.1671148831209672,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00027295744326951457,45,0.12745171464469518,0.007145687042195889,5.838411044371636,33.826908767016256,0.17259664737840222,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003076774574749694,45,0.12744460920514897,0.007552206587163093,5.658480762777709,31.747742852523746,0.17823253731992475,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003468138355354908,45,0.12743690817757886,0.00798513804678272,5.485009402406171,29.805069044918696,0.1840294143971593,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003909283361411804,45,0.12742858662905224,0.008445962831278839,5.317624870436356,27.988373749878857,0.1899940638906357,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0004406541733323451,45,0.1274196249990691,0.008936256116217916,5.156009650431667,26.288195371777377,0.19613402812607453,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0004967051055748684,45,0.1274100109653644,0.009457692263720332,4.99843654438163,24.700544424569046,0.20236139165461547,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0005598856809602161,45,0.12739974180418293,0.01001205069055938,4.846936592366708,23.21032421283856,0.20882675088555527,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0006311027855884098,45,0.1273888273749668,0.010601222243548798,4.703173421050336,21.805193022954775,0.21569051996468638,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.000711378660898013,45,0.1273772938270718,0.011227216142162407,4.559150980387422,20.50210961124605,0.2223747246911367,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0008018655767922561,45,0.12736518814122944,0.011892167565353537,4.425728958328951,19.26196063716247,0.22976523738659665,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0009038623711775357,45,0.12735258365263064,0.012598345980255748,4.293762111634754,18.10626869141465,0.2371422950147179,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0010188330933207446,45,0.1273395867384843,0.013348164329857939,4.166076676534191,17.021107049477877,0.24475944275681583,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.001148428018629873,45,0.12732634489016342,0.014144189218776929,4.042521743161143,16.00190902151045,0.2526274669932883,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0012945073365014173,45,0.12731305643169305,0.014989152264163459,3.9229574310321333,15.044457765940018,0.2607576485683343,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0014591678512469919,45,0.12729998219409827,0.015885962813403764,3.807253807228334,14.14485214755799,0.26916179593193873,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0016447730793609408,45,0.1272874595102164,0.016837722272180475,3.6916256004838766,13.31187654318642,0.27731819691292364,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0018539871751413412,45,0.12727591895849114,0.01784774033688049,3.5869531716454546,12.504976708373492,0.2868420513924972,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0020898131716285636,45,0.12726590435870766,0.018919553486054962,3.4787103497791887,11.770641662372638,0.29554126695568833,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0023556360857670375,45,0.12725809660938367,0.02005694615875495,3.3807471001490077,11.056343389183146,0.3057744302204567,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.002655271506516335,45,0.1272533427588211,0.02126398588185569,3.2755292059411825,10.406115794929093,0.3147696287924448,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.002993020363339258,45,0.12725268618167043,0.02254499698954099,3.184931847797532,9.789349898288439,0.3253466145238424,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0033737306612070007,45,0.12725741328485254,0.02390471227141814,3.096728283895332,9.19930538581546,0.3366263162292942,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.003802867068257919,45,0.12726909428657918,0.02534818842303221,3.0068494989280854,8.662478914589396,0.34711189817315485,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.004286589354962516,45,0.12728964264862647,0.026880906656189175,2.9222791634333607,8.149242740058718,0.3585951795334872,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.004831840810700605,45,0.12732138046831923,0.028508817528879148,2.8406043754051544,7.666898560091225,0.3705024076086609,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0054464479068711815,45,0.12736711645826762,0.03023840306037983,2.761766556285178,7.213671367820731,0.3828517290938793,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.006139232637086878,45,0.1274302377112177,0.03207675014336437,2.685710859657035,6.787900541332763,0.3956614925783437,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.006920139146970107,45,0.12751481747376078,0.03403163749693451,2.6123857997922246,6.3880323039372096,0.40894999829323264,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.007800376471179239,45,0.12762574143953004,0.03611163884391082,2.5417428402016293,6.012612870155548,0.4227351560946031,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.008792579426494238,45,0.1277688553634319,0.03832624551593008,2.474067738769843,5.657742382556202,0.4372888639111347,23040,18,96,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
