r,theta_deg,Y1,Y2,J,lam1,lam2,n_cells,n_steps,n_r,n_theta_base,n_sectors,angular_scheme,corner_angle_right,corner_angle_left
0.00015000000000000004,45,0.12755373787938132,0.005463020060086679,6.8677833667508565,46.731385950434195,0.1469629720380432,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.00016907990516190437,45,0.12754914143809346,0.005756673000565233,6.62306963024477,43.777988639607464,0.15128766387049125,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0001905867621970569,45,0.12754410221134516,0.006070747957570019,6.451979856761882,40.83761410705688,0.15799110692049187,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.00021482927784928529,45,0.1275385906275579,0.006405975444662777,6.234293387637847,38.42828268334842,0.16223190193041595,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.00024215542616505008,45,0.12753257414917418,0.006763627525571572,6.020159330292548,36.06820355040936,0.16691042906748785,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.00027295744326951457,45,0.12752601981635142,0.0071452290392203825,5.860016148742581,33.665754139204665,0.174064603588334,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0003076774574749694,45,0.1275188998657938,0.007551693590463178,5.670575336595748,31.726450126611407,0.1787333696005881,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0003468138355354908,45,0.1275111855573163,0.007984425963575622,5.482230254507051,29.820044657694016,0.18384379760122374,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0003909283361411804,45,0.12750284930062605,0.008445308657268894,5.295161960145969,27.965163508454264,0.18934850706482814,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0004406541733323451,45,0.12749387366621562,0.00893561866456023,5.165272703624445,26.263190774679114,0.19667346393432952,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0004967051055748684,45,0.12748424760683022,0.009456797515896988,4.998966878675164,24.711553379881735,0.20229270098189686,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0005598856809602161,45,0.12747396424251248,0.010011117286670703,4.853024012164525,23.122611015806385,0.20988218021077704,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0006311027855884098,45,0.12746303334403514,0.010600416172461333,4.699893318816446,21.818976128259894,0.21540393514282694,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.000711378660898013,45,0.12745148704780557,0.011226107595886143,4.562726062212788,20.508874654057227,0.22247569109363205,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0008018655767922561,45,0.12743936701810055,0.011890901823925614,4.414811690209335,19.267156924429298,0.22913664468122188,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0009038623711775357,45,0.12742674264479356,0.012597312175562881,4.2982315818400485,18.07870371400877,0.2377510937639962,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0010188330933207446,45,0.1274137324623554,0.013346810285434038,4.167800771086388,17.036679678218515,0.2446369157492039,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.001148428018629873,45,0.1274004780187971,0.01414254280686853,4.036015566371181,16.015285964472874,0.25201020920415557,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0012945073365014173,45,0.12738716725624877,0.014987813404582129,3.9254255855358595,15.01709959385572,0.26139705347245656,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0014591678512469919,45,0.1273740798946683,0.015884333604803305,3.809222091041724,14.163558243392021,0.2689452767152518,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0016447730793609408,45,0.1273615492685357,0.016835657429499145,3.692399030777799,13.318345428099983,0.27724157258957693,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0018539871751413412,45,0.12734998640003195,0.017845997414422336,3.5876923191883097,12.478433692326364,0.2875114303323409,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0020898131716285636,45,0.12733995849811708,0.018917625733088625,3.485298418338212,11.772774567890288,0.2960473249733507,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0023556360857670375,45,0.12733215106225443,0.02005444454075707,3.3807905101326403,11.07867898461308,0.3051618802952973,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.002655271506516335,45,0.12732737947466283,0.021261703539910068,3.2819513800905766,10.371294243897088,0.31644569162831315,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.002993020363339258,45,0.12732670760826723,0.022542760671886427,3.1914452695766173,9.790291029905818,0.3259806332444887,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0033737306612070007,45,0.1273314479798843,0.023901780284751543,3.0986299935489874,9.217946602940103,0.33615187058693635,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.003802867068257919,45,0.12734312710980844,0.02534523816288315,3.004545788446218,8.659184929727719,0.34697789836215215,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.004286589354962516,45,0.12736365405221334,0.02687830135723844,2.9259709572557417,8.14415215473899,0.3592726292021943,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.004831840810700605,45,0.1273954248431637,0.028505405760582844,2.8438341113399344,7.672672281898026,0.37064454297745936,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.0054464479068711815,45,0.1274411871701289,0.03023465934018084,2.760307228635285,7.211909625524718,0.3827429033311643,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.006139232637086878,45,0.1275042813185763,0.03207364209297743,2.6870081596871547,6.778691988010441,0.3963903603290571,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.006920139146970107,45,0.12758892039371023,0.034027678027154916,2.6147015703421337,6.391090516544986,0.40911665443844,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.007800376471179239,45,0.12769991812632014,0.03610699912669438,2.5409485432168997,6.012003504360614,0.4226458852483903,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.008792579426494238,45,0.12784300287835118,0.03832245949267632,2.4730249619504048,5.648412415203711,0.43782655729843656,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.009910989970401044,45,0.1280253746698951,0.04068144226439286,2.4098285190312336,5.330848383821466,0.452053471703452,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.011171661628373283,45,0.12825528313826787,0.04319711871049965,2.345179786440858,5.020124004442097,0.46715574841690993,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.01259268992417493,45,0.12854237447389005,0.04588495276720343,2.282733612942208,4.71608464892315,0.4840315182772308,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.01419447212075176,45,0.12889864996690525,0.048756431410333284,2.2280051237399014,4.4572957401715065,0.49985579903526245,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
0.016,45,0.12933795553007527,0.051829091169467954,2.171852058545122,4.204102549249475,0.5166030164827561,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.896613990462929
