r,theta_deg,Y1,Y2,J,lam1,lam2,n_cells,n_steps,n_r,n_theta_base,n_sectors,angular_scheme,corner_angle_right,corner_angle_left
0.00015000000000000004,2,0.18889801511153656,0.00034998981159321834,8.179254093448336,66.86092551519724,0.12233234928335927,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00016907990516190437,2,0.18890036567067175,0.00036881733382724733,7.916504596590431,62.51516365988233,0.12663334994395592,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0001905867621970569,2,0.18890310937914714,0.0003883724961474985,7.651253739440163,58.47432930916087,0.1308480803419894,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00021482927784928529,2,0.18890630726366425,0.000409941904694324,7.4087691475153,54.705344970573165,0.13543044379799324,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00024215542616505008,2,0.1889100359093828,0.00043220269105883675,7.161697846762972,51.2216856881712,0.13981769148181863,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00027295744326951457,2,0.188914382089718,0.0004565277616448606,6.9366742913626185,47.93350449674778,0.1447145240934222,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003076774574749694,2,0.18891944463542262,0.000482133593381656,6.7070152104454195,44.88042174696551,0.1494418935776533,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003468138355354908,2,0.188925344609294,0.0005091648374150463,6.494155623969799,42.084149925792055,0.1543135749547019,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003909283361411804,2,0.18893221245456404,0.0005384704261763157,6.29482433098278,39.47923961878944,0.15944644303579403,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0004406541733323451,2,0.18894021405111333,0.0005687599748014669,6.094439346699453,37.03732339898535,0.1645485901090594,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0004967051055748684,2,0.18894952809228718,0.0006018994668826713,5.907845646606221,34.73765588863025,0.1700703601170341,15360,18,64,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
