r,theta_deg,Y1,Y2,J,lam1,lam2,n_cells,n_steps,n_r,n_theta_base,n_sectors,angular_scheme,corner_angle_right,corner_angle_left
0.00015000000000000004,45,0.1275124515543562,0.005470750332954483,6.874946691536193,46.839660810784395,0.14677618438176007,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00016907990516190437,45,0.12750783639035487,0.005764621718473971,6.613565075811856,43.85058040658189,0.15082046838380853,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0001905867621970569,45,0.12750277462062368,0.006079160428347833,6.46242411712985,40.99044464431548,0.15765684352126236,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00021482927784928529,45,0.12749723749759015,0.0064145501796598935,6.205880518278287,38.521680987261405,0.16110097896070152,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00024215542616505008,45,0.12749118870077059,0.006773018695147207,6.061327127911947,36.025569040313506,0.16825069775110482,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.00027295744326951457,45,0.12748460227168704,0.007154537057284737,5.8286046863749705,33.89996682581476,0.1719354097401,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003076774574749694,45,0.12747743938928346,0.007561861727581521,5.6894381318204195,31.710674280303568,0.17941712880437777,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003468138355354908,45,0.12746968068873102,0.007994744391603434,5.478195061208085,29.873127623996755,0.18338203920785018,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0003909283361411804,45,0.12746128827537404,0.008456502515423315,5.343771681592448,27.945171743075054,0.19122343318276688,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0004406541733323451,45,0.1274522555964626,0.008946680892337553,5.15190460876785,26.351682050702244,0.19550572137501648,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0004967051055748684,45,0.1274425520159228,0.009469174736434502,5.021671353441546,24.648359279692126,0.20373247957236168,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0005598856809602161,45,0.12743219311621581,0.010023357783553528,4.847374643368151,23.263250968633304,0.20837047452663443,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0006311027855884098,45,0.1274211651343605,0.010613700854056662,4.720875269611647,21.75450881718505,0.2170067506136585,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.000711378660898013,45,0.12740951901377565,0.011239471026308168,4.562610768084694,20.548445417730594,0.22204165207302545,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0008018655767922561,45,0.12739727217126573,0.011905689268374478,4.43960180676088,19.20933800985315,0.23111685600429344,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0009038623711775357,45,0.12738452953596682,0.012611616044560944,4.2959952875054155,18.15789288481119,0.23659106895047377,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0010188330933207446,45,0.1273713616204335,0.01336276815645976,4.176417636515975,16.96746687250803,0.24614267220307182,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.001148428018629873,45,0.12735795361904842,0.014158544440501046,4.046201234758385,16.050084316814388,0.25209844103554563,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0012945073365014173,45,0.1273444626668436,0.01500486768072965,3.9300900254309625,14.990561705028899,0.26217096482201085,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0014591678512469919,45,0.1273311911153813,0.01590147677868901,3.8153971509689484,14.170415193039405,0.2692509075417501,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0016447730793609408,45,0.12731843308510798,0.01685456737138521,3.6886179941314445,13.32215163032879,0.27687854758637875,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0018539871751413412,45,0.12730665945485803,0.017864491617777374,3.594585218242752,12.5346152682551,0.28677268039862547,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0020898131716285636,45,0.12729637580585182,0.01893753292636677,3.475309317006533,11.776538707672831,0.29510447876692325,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0023556360857670375,45,0.12728829250095985,0.020075020058932476,3.387275701645335,11.095379541627654,0.3052870511492539,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.002655271506516335,45,0.1272832355279183,0.02128307777555333,3.2820321545412434,10.34526444355066,0.3172497109619359,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.002993020363339258,45,0.12728225198557874,0.022564488443992677,3.195276342711006,9.810454184816225,0.3257011635257829,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.0033737306612070007,45,0.12728664468577175,0.02392489748599654,3.0893321404015293,9.20898157227992,0.335469467079923,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
0.003802867068257919,45,0.12729793471745846,0.025369171156094595,3.0151964234600066,8.679732223012339,0.3473835765884569,11520,18,48,120,120,corner-snapped-v1,0.08314123188844123,2.976443976175166
